,Sno,Hospital Name,Hospital Type,Hospital Address,Hospital E-Mail,Hospital Contact,Specialities Empanelled,Specialities Upgraded
3,2094 ,"Nesam Special School ,Autism,Arcot,Vellore TN.",                            Private (For Profit)                                              ,"                  VELLORE,         VELLORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
4,2095 ,"Global Trust Differently Abled,Autism,Cuddalore TN",                            Private (For Profit)                                              ,"                  CUDDALORE,         CUDDALORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
5,2096 ,"Kamakshi Pandarinathan Trust,Autism,Dindigul TN.",                            Private (For Profit)                                              ,"                  DINDIGUL,         DINDIGUL,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
6,2097 ,"Shanti Nilayam Scl mtly rtrd,Autism,Kanyakumari TN",                            Private (For Profit)                                              ,"                  KANYAKUMARI,         KANNIYAKUMARI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
7,2098 ,"Nambikkai Spl Scl Mtly Rtrd,Autism,Sivagangai TN",                            Private (For Profit)                                              ,"                  SIVAGANGA,         SIVAGANGA,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
8,2099 ,"Sirugagal rehabilation centre,Autism,Thanjavur TN.",                            Private (For Profit)                                              ,"                  THANJAVUR,         THANJAVUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
9,2100 ,"Diya Autism Centre,Autism,Tirunelveli TN.",                            Private (For Profit)                                              ,"                  TIRUNELVELI,         TIRUNELVELI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
0,2101 ,"Lucia tstl mdle scl Mntly Rtrd,Autism,Tuticorin TN",                            Private (For Profit)                                              ,"                  TUTICORIN,         TUTICORIN,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
1,2102 ,"Hariksha Learning Center, Autism, Villupuram TN.",                            Private (For Profit)                                              ,"                  VILLUPURAM,         VILLUPURAM,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
2,2103 ,"Ritham Special School, Autism, Virudhunagar TN.",                            Private (For Profit)                                              ,"                  VIRUDHUNAGAR,         VIRUDHUNAGAR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
3,2104 ,"Guild of Service BalaVihar,Autism, Thiruvallur TN.",                            Private (For Profit)                                              ,"                  THIRUVALLUR,         THIRUVALLUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
4,2105 ,"Ayur Sukham Intgrt trng ctr,Autism, Tiruvallur TN.",                            Private (For Profit)                                              ,"                  THIRUVALLUR,         THIRUVALLUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
5,2106 ,"Kannan Hospital, Cuddalore TN.",                            Private (For Profit)                                              ,"                  CUDDALORE,         CUDDALORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
6,2107 ,"Royal Scans, Thiruvannamalai DC.",                            Private (For Profit)                                              ,"                  THIRUVANNAMALAI,         TIRUVANNAMALAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
7,2108 ,"Sri Krishna Hospital,Rajapalayam, Virudhunagar DC.",                            Private (For Profit)                                              ,"                  VIRUDHUNAGAR,         VIRUDHUNAGAR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
8,2109 ,"Anderson Diagnostic sevices, Purasai, Chennai DC.",                            Private (For Profit)                                              ,"                  CHENNAI,         CHENNAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
9,2110 ,"Agathia Scans, Theni DC.",                            Private (For Profit)                                              ,"                  THENI,         THENI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
0,2111 ,"Lister Nagercoil,Kanyakumari DC.",                            Private (For Profit)                                              ,"                  KANYAKUMARI,         KANNIYAKUMARI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
1,2112 ,"Murthy Hitech CT scan,Tiruppattur,Vellore DC.",                            Private (For Profit)                                              ,"                  VELLORE,         VELLORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
2,2113 ,"K.A.P.V Govt Medical PPP Vasomeditech,Trichy TN.",                            Private (For Profit)                                              ,"                  TRICHIRAPPALLI,         TIRUCHIRAPPALLI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
3,2114 ,"Sacred Heart Multispeciality Hosp,Thanjavur DC.",                            Private (For Profit)                                              ,"                  THANJAVUR,         THANJAVUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
4,2115 ,"Vadamalayan Hospital, Madurai DC.",                            Private (For Profit)                                              ,"                  MADURAI,         MADURAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
5,2116 ,"Stepping Stones Rehab Centre, Autism, Chennai TN.",                            Private (For Profit)                                              ,"                  CHENNAI,         CHENNAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
6,2117 ,"Kiddos Rehab Centre, Autism, Kanchipuram TN.",                            Private (For Profit)                                              ,"                  KANCHEEPURAM,         KANCHIPURAM,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
7,2118 ,"Elim Rehab and Voca tr ctr, Autism, Namakkal TN.",                            Private (For Profit)                                              ,"                  NAMAKKAL,         NAMAKKAL,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
8,2119 ,"Rural Area Development Trust, Autism, Theni TN.",                            Private (For Profit)                                              ,"                  THENI,         THENI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
9,2120 ,"Cias Learning Centre, Autism, Tiruvallur TN.",                            Private (For Profit)                                              ,"                  THIRUVALLUR,         THIRUVALLUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
0,2121 ,"Smart Sensory Kids Tng Ctr, Autism, Tiruvallur TN.",                            Private (For Profit)                                              ,"                  THIRUVALLUR,         THIRUVALLUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
1,2122 ,"ARK Nursing Home, Krishnagiri DC.",                            Private (For Profit)                                              ,"                  KRISHNAGIRI,         KRISHNAGIRI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
2,2123 ,"Global Occupational Therapy,Autism,Coimbatore TN.",                            Private (For Profit)                                              ,"                  COIMBATORE,         COIMBATORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
3,2124 ,"Anderson Diagnostic Services,Nungamb , Chennai DC.",                            Private (For Profit)                                              ,"                  CHENNAI,         CHENNAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
4,2125 ,"Senthil Scans,Thanjavur DC.",                            Private (For Profit)                                              ,"                  THANJAVUR,         THANJAVUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
5,2126 ,"Anbagaminstitution Handicapped,Autism,Madurai TN.",                            Private (For Profit)                                              ,"                  MADURAI,         MADURAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
6,2127 ,"ARVI special school,Autism,Dindigul TN.",                            Private (For Profit)                                              ,"                  DINDIGUL,         DINDIGUL,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
7,2128 ,"Shine Educational Trust,Autism,Madurai TN.",                            Private (For Profit)                                              ,"                  MADURAI,         MADURAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
8,2129 ,"ymca,Autism,Madurai TN.",                            Private (For Profit)                                              ,"                  MADURAI,         MADURAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
9,2130 ,"Child Development Centre,Autism,Tuticorin TN.",                            Private (For Profit)                                              ,"                  TUTICORIN,         TUTICORIN,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
0,2131 ,"Amar Seva Sangam,Autism,Tirunelveli TN.",                            Private (For Profit)                                              ,"                  TIRUNELVELI,         TIRUNELVELI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
1,2132 ,"Mahaishwar,Autism,Nagapattinam TN.",                            Private (For Profit)                                              ,"                  NAGAPATTINAM,         NAGAPATTINAM,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
2,2133 ,"Rejoice Trust,Autism,Kanyakumari TN.",                            Private (For Profit)                                              ,"                  KANYAKUMARI,         KANNIYAKUMARI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
3,2134 ,"Dolphin Special School,Autism,Trichy TN.",                            Private (For Profit)                                              ,"                  TRICHIRAPPALLI,         TIRUCHIRAPPALLI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
4,2135 ,"Anu Multispeciality Hospital,Thanjavur DC.",                            Private (For Profit)                                              ,"                  THANJAVUR,         THANJAVUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
5,2136 ,"Uniscan Diagnostic Centre, Hosur, Krishnagiri DC.",                            Private (For Profit)                                              ,"                  KRISHNAGIRI,         KRISHNAGIRI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
6,2137 ,"Posh-Pondy Ortho Speciality Hospital, Cuddalore TN",                            Private (For Profit)                                              ,"                  CUDDALORE,         CUDDALORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
7,2138 ,"Krishna MRI and CT scan,Salem DC.",                            Private (For Profit)                                              ,"                  SALEM,         SALEM,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
8,2139 ,"Gengaa Scans ,Tuticorin DC.",                            Private (For Profit)                                              ,"                  TUTICORIN,         TUTICORIN,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
9,2140 ,"Pudugai MRI Centre ,Pudukottai DC",                            Private (For Profit)                                              ,"                  PUDUKKOTTAI,         PUDUKKOTTAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
0,2141 ,"Bala Scans  Diagnostic Centre ,Dindigul DC.",                            Private (For Profit)                                              ,"                  DINDIGUL,         DINDIGUL,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
1,2142 ,"KMCH City Centre, Ram Nagar, Coimbatore DC.",                            Private (For Profit)                                              ,"                  COIMBATORE,         COIMBATORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
2,2143 ,"COHAJ HOSPITAL - SAT UNIT, Nagapattinam TN.",                            Private (For Profit)                                              ,"                  NAGAPATTINAM,         NAGAPATTINAM,         TAMIL NADU                           ",,                                      -NA-                  ,"                                                                            M1,S7                                                              ",                                                             NA    
3,2144 ,"STAR KIMS HOSPITALS,Trichy TN.",                            Private (For Profit)                                              ,"                  TRICHIRAPPALLI,         TIRUCHIRAPPALLI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
4,2145 ,"DEVADOSS KHMS HOSPITAL, Dindigul TN.",                            Private (For Profit)                                              ,"                  DINDIGUL,         DINDIGUL,         TAMIL NADU                           ",vimalajasmine02@gmail.com,7373004997,                                                                            -NA-                                                              ,                                                             NA    
5,2146 ,"Velavan Hospital, Namakkal, TN.",                            Private (For Profit)                                              ,"                  348/4, SALEM MAIN ROAD  THIRUCHENGODE,         NAMAKKAL,         TAMIL NADU                           ",velavanhospital@gmail.com,9750081864,                                                                            -NA-                                                              ,"                                                             S1,S7,M1,M7,M2    "
6,2147 ,"DOC Medical Services PVT LTD,Chennai DC.",                            Private (For Profit)                                              ,"                  CHENNAI,         CHENNAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,"                                                             S1,S7,M1,M7,M2    "
7,2148 ,"Samrutha Diagnostics, Namakkal DC.",                            Private (For Profit)                                              ,"                  NAMAKKAL,         NAMAKKAL,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,"                                                             S1,S7,M1,M7,M2    "
8,2149 ,"Ponnammal Duraisamy Eye Hospital, Coimbatore TN.",                            Private (For Profit)                                              ,"                  COIMBATORE,         COIMBATORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            S3                                                              ,"                                                             S1,S7,M1,M7,M2    "
9,2150 ,"Madurai Eye Centre, RS Puram, Coimbatore TN.",                            Private (For Profit)                                              ,"                  COIMBATORE,         COIMBATORE,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            S3                                                              ,"                                                             S1,S7,M1,M7,M2    "
0,2151 ,"Naarayani Hospital, Bhavani, Erode TN.",                            Private (For Profit)                                              ,"                  ERODE,         ERODE,         TAMIL NADU                           ",,                                      -NA-                  ,"                                                                            M1,M7,M5,S2,S1                                                              ",                                                             NA    
1,2152 ,"VELAN SPEICALITY HOSPITALS PRIVATE LTD, Trichy TN.",                            Private (For Profit)                                              ,"                  TRICHIRAPPALLI,         TIRUCHIRAPPALLI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
2,2153 ,"Arogya hospital, Ramanathapuram TN.",                            Private (For Profit)                                              ,"                  RAMANATHAPURAM,         RAMANATHAPURAM,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
3,2154 ,"Saravana Hospital, Namakkal TN.",                            Private (For Profit)                                              ,"                  NAMAKKAL,         NAMAKKAL,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
4,2155 ,"Maruti Hospital,Thennur,Trichy DC.",                            Private (For Profit)                                              ,"                  TRICHIRAPPALLI,         TIRUCHIRAPPALLI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
5,2156 ,"Sri Ramachandra Eye Hospital,Madurai TN.",                            Private (For Profit)                                              ,"                  MADURAI,         MADURAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
6,2157 ,"RHEA Womens Specialty and RHEA IVF, Villupuram TN.",                            Private (For Profit)                                              ,"                  VILLUPURAM,         VILLUPURAM,         TAMIL NADU                           ",,                                      -NA-                  ,"                                                                            S2,S1                                                              ",                                                             NA    
7,2158 ,"Sathyam Kidney Care Centre, Coimbatore TN.",                            Private (For Profit)                                              ,"                  COIMBATORE,         COIMBATORE,         TAMIL NADU                           ",sathyamkidneycarecentre@gmail.com,9442234646,"                                                                            M1,S7                                                              ",                                                             NA    
8,2159 ,"Vishwa Scans, P.N.Road, Tirupur DC.",                            Private (For Profit)                                              ,"                  TIRUPPUR,         TIRUPPUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
9,2160 ,"Sri Krishna Eye Hospital, Pudukottai TN.",                            Private (For Profit)                                              ,"                  PUDUKKOTTAI,         PUDUKKOTTAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
0,2161 ,"Venkataeswara Hospital, Chennai TN.",                            Private (For Profit)                                              ,"                  CHENNAI,         CHENNAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
1,2162 ,"Apex heart Hospital,Thanjavur,DC.",                            Private (For Profit)                                              ,"                  THANJAVUR,         THANJAVUR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
2,2163 ,"Kauvery Hospital, Seelanaickenpatti, Salem TN.",                            Private (For Profit)                                              ,"                  SALEM,         SALEM,         TAMIL NADU                           ",,                                      -NA-                  ,"                                                                            M1,M2,S8,S7,S12,M7,S9,S5,S4,S2                                                              ",                                                             NA    
3,2164 ,"Srinivasa hospital,Kanyakumari TN.",                            Private (For Profit)                                              ,"                  KANYAKUMARI,         KANNIYAKUMARI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
4,2165 ,"Preethi Hospital PVT Ltd, Madurai  TN.",                            Private (For Profit)                                              ,"                  MADURAI,         MADURAI,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
5,2166 ,"S A Hospital, Sankarapuram, Villupuram TN.",                            Private (For Profit)                                              ,"                  VILLUPURAM,         VILLUPURAM,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            S1                                                              ,                                                             NA    
6,2167 ,"Shakthi Eye Hospital,Rajapalayam, Virudhunagar TN.",                            Private (For Profit)                                              ,"                  VIRUDHUNAGAR,         VIRUDHUNAGAR,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
7,2168 ,"Sumathy Hospital, Villupuram DC.",                            Private (For Profit)                                              ,"                  VILLUPURAM,         VILLUPURAM,         TAMIL NADU                           ",,                                      -NA-                  ,                                                                            -NA-                                                              ,                                                             NA    
8,2169 ,Southern Railway Headquarters Hospital Ayanavaram,                                      Public                                    ,"                  southern railway headquarters hospital,ayanavaram,chennai-23,         CHENNAI,         TAMIL NADU                           ",drvimalagokul@gmail.com,9003160560,"                                              M8,M1,S12,M2,M7,S6,S13,S5,S4,S3,S2,S1                                                                                             ",                               -NA-                                                 
9,2170 ,BGM HOSPITAL,                            Private (For Profit)                                              ,"                  249 NEW NATHAM ROAD, IYYERBUNGALOW,         MADURAI,         TAMIL NADU                           ",bgminsurance@gmail.com,9842195547,"                                                                            M1,M2,S8,S7,M3,M7,M4,S6,S10,S11,M5,S15,S9,S14,S4,S2,S1,S5,S16,S12                                                              ",                                                             -NA-    
0,2171 ,PANDIANHEARTINSTITUTE,                                      Public                                    ,"                  43. SHANMUGAM PILLAI II  ND  STREET, ALAGARADY, MADURAI,         MADURAI,         TAMIL NADU                           ",subashinee2016@gmail.com,9843706598,"                                              M1,M2,S8,S7,S12,M7,S9,S13,S5,S1                                                                                             ",                               NA                                                 
1,2172 ,Preethi Hospitals Pvt Ltd,                            Private (For Profit)                                              ,"                  50 MELUR MAIN ROAD,UTHANKUDI,         MADURAI,         TAMIL NADU                           ",insurance@preethihospitals.com,7880550446,"                                                                            S1,S2,S4,S5,S14,S7,S8,S9,S10,S11,S6,S16,M1,M2,M3,S12,M7                                                              ",                                                             NA    
2,2173 ,TAJ HOSPITAL,                            Private (For Profit)                                              ,"                  482, K.K. Nagar, opp. district court Madurai,         MADURAI,         TAMIL NADU                           ",INFO@TAJHOSPITAL.COM,9944118385,"                                                                            S14,M1,M7,S6,S10,S11,S8,S9,S5,S4,S1                                                              ",                                                             NA    
3,2174 ,Sri Krishna Eye Hoispital,                            Private (For Profit)                                              ,"                  T S No 5594/1 South 4TH Street Pudukkottai Tamil Nadu,         PUDUKKOTTAI,         TAMIL NADU                           ",krishnaeyehospital72@gmail.com,9865155456,                                                                            S3                                                              ,                                                             NA    
4,2175 ,Arasan Eye Hospital,                  Private (Not for Profit)                                                        ,"                  Arasan Eye Hospital,26 Annamalai Layout,Opp to Royal theatre, Near bus stand,         ERODE,         TAMIL NADU                           ",arasaneyehospital@gmail.com,9843027696,                                                                            S3                                                              ,                                                             -NA-    
5,2176 ,SANKARA EYE HOSPITAL,                  Private (Not for Profit)                                                        ,"                  16A Sivanandapuram, Sathy Road,Coimbatore-35,         COIMBATORE,         TAMIL NADU                           ",insurance.cbe@sankaraeye.com,9965511027,                                                                            S3                                                              ,                                                             -NA-    
6,2177 ,Erode Kidneys Center,                            Private (For Profit)                                              ,"                  13, Muthu karuppan Street, Gandhi Nagar,,         ERODE,         TAMIL NADU                           ",goldoferode@gmail.com,9443356434,                                                                            S7                                                              ,                                                             -NA-    
7,2178 ,KGR SURGICAL NURSING HOME,                            Private (For Profit)                                              ,"                  9, KOTTANAKARA STREET, ATHANI ROAD, SATHYAMANGALAM,         ERODE,         TAMIL NADU                           ",rangasurgery@yahoo.com,9443320587,"                                                                            S8,S9,S5,S4,S1,M5,S10,S11,S6,M1,M7,M2,S7                                                              ",                                                             -NA-    
8,2179 ,Shri andavar eye care and retina centre,                            Private (For Profit)                                              ,"                  4 LIG Colony, Palladam Road,         COIMBATORE,         TAMIL NADU                           ",andavareyecare@gmail.com,9940422699,                                                                            S3                                                              ,                                                             -NA-    
9,2180 ,Sri Balaji Hospital,                            Private (For Profit)                                              ,"                  423/1, BURGUR ROAD,         ERODE,         TAMIL NADU                           ",ksundar77@gmail.com,9788906958,                                                                            S5                                                              ,                                                             -NA-    
